Date,Eonia,Euribor1M,Euribor3M,Euribor6M,EUR1Y,EUR5Y,EUR10Y,EUR20Y,EUR30Y,LIBORON,LIBOR1M,LIBOR3M,LIBOR6M,UST1Y,UST5Y,UST10Y,UST20Y,UST30Y
2019-06-11,-0.37,-0.377,-0.319,-0.258,-0.6290560000000001,-0.5717409999999999,-0.173244,0.294249,0.47713,-0.47143,-0.418,-0.36414,-0.32557,2.05,1.92,2.15,2.42,2.62
2019-06-12,-0.367,-0.377,-0.318,-0.259,-0.6316930000000001,-0.5736680000000001,-0.175479,0.286378,0.466438,-0.47129,-0.421,-0.366,-0.33143,2.02,1.88,2.13,2.41,2.62
2019-06-13,-0.361,-0.376,-0.318,-0.259,-0.632833,-0.576285,-0.184136,0.271879,0.449801,-0.47029,-0.42214,-0.35886,-0.33086,2.0,1.84,2.1,2.39,2.61
2019-06-14,-0.368,-0.378,-0.318,-0.261,-0.641173,-0.58311,-0.192624,0.247731,0.418336,-0.469,-0.42257,-0.35886,-0.34114,2.0,1.85,2.09,2.38,2.59
2019-06-17,-0.369,-0.385,-0.32,-0.268,-0.636138,-0.577172,-0.18018399999999998,0.267946,0.44150100000000003,-0.46971,-0.421,-0.36014,-0.338,2.03,1.85,2.09,2.37,2.58
2019-06-18,-0.368,-0.388,-0.322,-0.276,-0.6852729999999999,-0.654003,-0.254129,0.19876,0.374238,-0.47071,-0.42114,-0.37314,-0.37071,2.04,1.83,2.06,2.34,2.55
2019-06-19,-0.379,-0.391,-0.336,-0.299,-0.6740970000000001,-0.6267,-0.228319,0.219286,0.39253299999999997,-0.46914,-0.41971,-0.37543,-0.37343,1.96,1.77,2.03,2.32,2.54
2019-06-20,-0.374,-0.396,-0.338,-0.303,-0.698526,-0.643104,-0.258981,0.171938,0.338866,-0.472,-0.42386,-0.37614,-0.376,1.91,1.74,2.01,2.31,2.53
2019-06-21,-0.368,-0.398,-0.344,-0.308,-0.679211,-0.609838,-0.22098600000000002,0.201346,0.363737,-0.47671,-0.42357,-0.37771,-0.378,1.95,1.8,2.07,2.37,2.59
2019-06-24,-0.359,-0.393,-0.343,-0.308,-0.681826,-0.623447,-0.236256,0.19461900000000001,0.361296,-0.47229,-0.422,-0.37871,-0.375,1.92,1.75,2.02,2.33,2.55
2019-06-25,-0.37,-0.389,-0.345,-0.311,-0.688203,-0.642678,-0.266897,0.16093,0.327517,-0.47171,-0.42029,-0.37971,-0.38114,1.93,1.73,2.0,2.31,2.53
2019-06-26,-0.37,-0.388,-0.343,-0.311,-0.686286,-0.636536,-0.255153,0.178567,0.34749,-0.47114,-0.42143,-0.38571,-0.37329,1.96,1.8,2.05,2.35,2.57
2019-06-27,-0.365,-0.391,-0.344,-0.313,-0.6891390000000001,-0.6249859999999999,-0.24765399999999999,0.182249,0.349892,-0.47086,-0.421,-0.38186,-0.38029,1.93,1.76,2.01,2.31,2.52
2019-06-28,-0.36,-0.388,-0.345,-0.311,-0.6906869999999999,-0.644169,-0.258894,0.18171099999999998,0.353638,-0.47314,-0.42614,-0.39143,-0.38614,1.92,1.76,2.0,2.31,2.52
2019-07-01,-0.366,-0.392,-0.346,-0.313,-0.6942619999999999,-0.665114,-0.28225100000000003,0.16453399999999999,0.33978,-0.46557,-0.42943,-0.39186,-0.38686,1.94,1.79,2.03,2.34,2.55
2019-07-02,-0.367,-0.386,-0.351,-0.327,-0.7062069999999999,-0.672528,-0.295685,0.165439,0.353716,-0.46829,-0.42614,-0.39229,-0.39871,1.91,1.75,1.98,2.29,2.51
2019-07-03,-0.368,-0.39,-0.353,-0.335,-0.703969,-0.676471,-0.323303,0.11799000000000001,0.29943800000000004,-0.46657,-0.432,-0.392,-0.40143,1.91,1.74,1.96,2.25,2.47
2019-07-04,-0.367,-0.393,-0.354,-0.338,-0.708831,-0.684563,-0.338654,0.10359000000000002,0.28676199999999996,-0.46557,-0.431,-0.39314,-0.39929,1.91,1.74,1.96,2.25,2.47
2019-07-05,-0.367,-0.394,-0.36,-0.344,-0.703048,-0.646311,-0.281177,0.16128800000000001,0.341932,-0.46671,-0.43686,-0.39529,-0.40329,1.98,1.84,2.04,2.34,2.54
2019-07-08,-0.368,-0.393,-0.356,-0.338,-0.699519,-0.66932,-0.318567,0.11856099999999999,0.29838200000000004,-0.46871,-0.43129,-0.391,-0.39729,1.99,1.86,2.05,2.32,2.53
2019-07-09,-0.368,-0.389,-0.358,-0.336,-0.694228,-0.645634,-0.282898,0.164622,0.348484,-0.46529,-0.428,-0.399,-0.391,2.0,1.88,2.07,2.34,2.54
2019-07-10,-0.368,-0.389,-0.358,-0.329,-0.690565,-0.615958,-0.232252,0.22146,0.40567,-0.46629,-0.42871,-0.39857,-0.387,1.93,1.82,2.07,2.36,2.57
2019-07-11,-0.366,-0.394,-0.364,-0.342,-0.699817,-0.602039,-0.205096,0.266617,0.458872,-0.465,-0.43186,-0.40486,-0.39429,1.97,1.88,2.13,2.42,2.65
2019-07-12,-0.366,-0.393,-0.363,-0.342,-0.702729,-0.591477,-0.18023,0.288653,0.477091,-0.464,-0.43271,-0.4,-0.39529,1.96,1.86,2.12,2.42,2.64
2019-07-15,-0.368,-0.393,-0.363,-0.343,-0.706043,-0.615762,-0.22399299999999997,0.23569099999999998,0.42206099999999996,-0.46343,-0.43414,-0.401,-0.40029,1.95,1.84,2.09,2.39,2.61
2019-07-16,-0.37,-0.395,-0.367,-0.35,-0.7118680000000001,-0.618789,-0.230198,0.22351500000000002,0.407192,-0.46771,-0.43571,-0.40543,-0.41314,2.0,1.88,2.13,2.42,2.63
2019-07-17,-0.37,-0.397,-0.369,-0.357,-0.717987,-0.649094,-0.266318,0.185901,0.36938699999999997,-0.46929,-0.435,-0.40114,-0.41586,1.95,1.83,2.06,2.35,2.57
2019-07-18,-0.368,-0.399,-0.37,-0.353,-0.7152149999999999,-0.65628,-0.27323000000000003,0.181569,0.36625100000000005,-0.46943,-0.43943,-0.40614,-0.41714,1.9,1.78,2.04,2.34,2.56
2019-07-19,-0.369,-0.403,-0.375,-0.354,-0.733938,-0.675998,-0.294212,0.17181300000000002,0.36294,-0.46957,-0.44614,-0.41429,-0.42614,1.94,1.8,2.05,2.35,2.57
2019-07-22,-0.369,-0.406,-0.374,-0.361,-0.737876,-0.68897,-0.30839099999999997,0.155291,0.345161,-0.46786,-0.434,-0.40243,-0.42614,1.95,1.8,2.05,2.36,2.58
2019-07-23,-0.369,-0.407,-0.373,-0.362,-0.7435609999999999,-0.698818,-0.318823,0.153283,0.347827,-0.46914,-0.43229,-0.40714,-0.42,1.97,1.83,2.08,2.38,2.61
2019-07-24,-0.365,-0.401,-0.376,-0.368,-0.739799,-0.7158800000000001,-0.355612,0.103549,0.294107,-0.467,-0.44229,-0.417,-0.42157,1.98,1.82,2.05,2.36,2.58
2019-07-25,-0.361,-0.401,-0.378,-0.368,-0.7290300000000001,-0.6715800000000001,-0.312848,0.123153,0.30166,-0.46814,-0.44386,-0.42014,-0.42943,1.99,1.85,2.08,2.38,2.6
2019-07-26,-0.366,-0.395,-0.368,-0.362,-0.7261489999999999,-0.693479,-0.343509,0.112817,0.303679,-0.46757,-0.41971,-0.40114,-0.41571,2.0,1.85,2.08,2.38,2.59
2019-07-29,-0.368,-0.394,-0.367,-0.351,-0.734404,-0.71146,-0.36997800000000003,0.075537,0.261694,-0.46629,-0.42243,-0.40229,-0.41029,1.98,1.84,2.06,2.37,2.59
2019-07-30,-0.365,-0.392,-0.374,-0.355,-0.7296739999999999,-0.707287,-0.372733,0.072738,0.260034,-0.47143,-0.42443,-0.41743,-0.40943,1.97,1.84,2.06,2.36,2.58
2019-07-31,-0.358,-0.392,-0.375,-0.362,-0.743844,-0.7241449999999999,-0.390459,0.047623,0.230946,-0.463,-0.42643,-0.41971,-0.40786,2.0,1.84,2.02,2.31,2.53
2019-08-01,-0.361,-0.393,-0.377,-0.363,-0.742734,-0.734245,-0.418789,-0.001755,0.172826,-0.46143,-0.42586,-0.41529,-0.416,1.88,1.68,1.9,2.21,2.44
2019-08-02,-0.357,-0.392,-0.38,-0.367,-0.754907,-0.750533,-0.45226400000000005,-0.054491,0.112478,-0.46529,-0.43386,-0.41171,-0.41886,1.85,1.66,1.86,2.16,2.39
2019-08-05,-0.356,-0.401,-0.384,-0.369,-0.772688,-0.776561,-0.490411,-0.113225,0.044660000000000005,-0.462,-0.43057,-0.41343,-0.42557,1.78,1.55,1.75,2.07,2.3
2019-08-06,-0.36,-0.4,-0.389,-0.383,-0.7793760000000001,-0.789399,-0.504452,-0.120474,0.04129,-0.462,-0.42557,-0.416,-0.43086,1.8,1.53,1.73,2.03,2.25
2019-08-07,-0.359,-0.401,-0.39,-0.389,-0.809379,-0.845302,-0.5782930000000001,-0.216952,-0.06436,-0.46386,-0.42971,-0.42,-0.42929,1.75,1.52,1.71,2.01,2.22
2019-08-08,-0.352,-0.409,-0.398,-0.393,-0.8049310000000001,-0.820794,-0.5273439999999999,-0.146805,0.012112999999999999,-0.46629,-0.42957,-0.42286,-0.43114,1.79,1.54,1.72,2.02,2.25
2019-08-09,-0.358,-0.403,-0.404,-0.396,-0.822411,-0.834993,-0.5389430000000001,-0.14861,0.015377000000000002,-0.46571,-0.42571,-0.41714,-0.43071,1.78,1.57,1.74,2.03,2.26
2019-08-12,-0.36,-0.405,-0.4,-0.4,-0.827675,-0.847728,-0.557057,-0.17744200000000002,-0.018611000000000003,-0.46657,-0.426,-0.41786,-0.43314,1.75,1.49,1.65,1.92,2.14
2019-08-13,-0.359,-0.413,-0.402,-0.401,-0.820994,-0.839349,-0.566503,-0.21332800000000002,-0.066004,-0.46686,-0.42271,-0.425,-0.42886,1.86,1.57,1.68,1.94,2.15
2019-08-14,-0.361,-0.403,-0.406,-0.406,-0.8300569999999999,-0.865392,-0.6154970000000001,-0.265346,-0.115418,-0.46729,-0.42271,-0.42586,-0.436,1.79,1.51,1.59,1.84,2.03
2019-08-15,-0.362,-0.404,-0.404,-0.409,-0.8463120000000001,-0.893291,-0.656036,-0.32752800000000004,-0.18748499999999998,-0.46771,-0.42786,-0.42986,-0.44029,1.72,1.42,1.52,1.8,1.98
2019-08-16,-0.364,-0.404,-0.404,-0.409,-0.85769,-0.904825,-0.669439,-0.347287,-0.21053000000000002,-0.46757,-0.43443,-0.44271,-0.45171,1.71,1.42,1.55,1.82,2.01
2019-08-19,-0.364,-0.409,-0.422,-0.423,-0.8535149999999999,-0.884437,-0.6035550000000001,-0.221369,-0.058362,-0.46886,-0.44329,-0.44286,-0.44843,1.75,1.47,1.6,1.88,2.08
2019-08-20,-0.363,-0.405,-0.421,-0.425,-0.867107,-0.9187790000000001,-0.659161,-0.278127,-0.11159100000000001,-0.46429,-0.44671,-0.44714,-0.45071,1.72,1.42,1.55,1.84,2.04
2019-08-21,-0.369,-0.409,-0.423,-0.424,-0.8502219999999999,-0.8972209999999999,-0.6324649999999999,-0.252411,-0.08743,-0.46457,-0.43929,-0.45843,-0.45086,1.77,1.47,1.59,1.87,2.07
2019-08-22,-0.361,-0.415,-0.418,-0.418,-0.831514,-0.8601770000000001,-0.600993,-0.224003,-0.059328,-0.466,-0.45171,-0.45471,-0.44057,1.79,1.5,1.62,1.9,2.11
2019-08-23,-0.361,-0.413,-0.412,-0.408,-0.8505,-0.875613,-0.606845,-0.22004899999999997,-0.051612,-0.46729,-0.45286,-0.44871,-0.44043,1.73,1.4,1.52,1.82,2.02
2019-08-26,-0.362,-0.423,-0.418,-0.415,-0.8560559999999999,-0.877969,-0.619748,-0.246402,-0.083493,-0.46729,-0.45286,-0.44871,-0.44043,1.75,1.43,1.54,1.84,2.04
2019-08-27,-0.365,-0.416,-0.418,-0.415,-0.857468,-0.885993,-0.6423989999999999,-0.280555,-0.121405,-0.46414,-0.45771,-0.44729,-0.44229,1.77,1.4,1.49,1.77,1.97
2019-08-28,-0.369,-0.417,-0.422,-0.427,-0.866138,-0.902172,-0.6803130000000001,-0.347137,-0.19991,-0.466,-0.46314,-0.45486,-0.45471,1.74,1.37,1.47,1.76,1.94
2019-08-29,-0.365,-0.43,-0.428,-0.423,-0.8767020000000001,-0.9015639999999999,-0.6567189999999999,-0.30297199999999996,-0.14816700000000002,-0.46786,-0.47443,-0.45814,-0.45714,1.75,1.4,1.5,1.78,1.97
2019-08-30,-0.359,-0.427,-0.433,-0.428,-0.882467,-0.916335,-0.6526810000000001,-0.298505,-0.156682,-0.46743,-0.48614,-0.47257,-0.46029,1.76,1.39,1.5,1.78,1.96
2019-09-02,-0.362,-0.427,-0.436,-0.439,-0.880365,-0.912164,-0.645934,-0.277622,-0.121929,-0.46429,-0.48771,-0.48114,-0.46529,1.76,1.39,1.5,1.78,1.96
2019-09-03,-0.363,-0.435,-0.448,-0.448,-0.865812,-0.902071,-0.655882,-0.29930500000000004,-0.146556,-0.46686,-0.50314,-0.48186,-0.47386,1.72,1.35,1.47,1.77,1.95
2019-09-04,-0.362,-0.441,-0.443,-0.439,-0.858317,-0.87497,-0.609342,-0.24874200000000002,-0.096848,-0.46571,-0.49586,-0.48086,-0.46329,1.69,1.32,1.47,1.77,1.97
2019-09-05,-0.36,-0.443,-0.441,-0.431,-0.8555649999999999,-0.837309,-0.540137,-0.13902899999999999,0.030543,-0.46871,-0.50657,-0.481,-0.46443,1.73,1.43,1.57,1.86,2.06
2019-09-06,-0.362,-0.452,-0.437,-0.423,-0.8460780000000001,-0.8573360000000001,-0.587504,-0.20468,-0.041081,-0.46243,-0.50671,-0.48229,-0.45743,1.73,1.42,1.55,1.83,2.02
2019-09-09,-0.363,-0.448,-0.433,-0.413,-0.822729,-0.82755,-0.529792,-0.120522,0.052917,-0.46014,-0.50986,-0.48086,-0.45743,1.74,1.49,1.63,1.91,2.11
2019-09-10,-0.365,-0.455,-0.435,-0.414,-0.809607,-0.8242729999999999,-0.525988,-0.116678,0.056435,-0.46143,-0.514,-0.47186,-0.45714,1.81,1.58,1.72,2.0,2.19
2019-09-11,-0.366,-0.453,-0.43,-0.408,-0.8104279999999999,-0.821522,-0.5217149999999999,-0.106654,0.069343,-0.46214,-0.51371,-0.46214,-0.45429,1.79,1.6,1.75,2.02,2.22
2019-09-12,-0.366,-0.455,-0.433,-0.408,-0.751344,-0.7865270000000001,-0.526438,-0.162853,-0.017775,-0.46314,-0.52186,-0.46571,-0.45586,1.82,1.65,1.79,2.06,2.22
2019-09-13,-0.369,-0.438,-0.4,-0.377,-0.7136680000000001,-0.7246779999999999,-0.442853,-0.038872000000000004,0.131913,-0.46443,-0.48971,-0.42286,-0.39729,1.88,1.75,1.9,2.17,2.37
2019-09-16,-0.367,-0.449,-0.394,-0.361,-0.715487,-0.71642,-0.430055,-0.031452,0.135917,-0.46771,-0.496,-0.42171,-0.399,1.86,1.69,1.84,2.11,2.31
2019-09-17,-0.367,-0.447,-0.398,-0.365,-0.70715,-0.714559,-0.435541,-0.045747,0.11806300000000002,-0.47229,-0.497,-0.431,-0.40129,1.87,1.66,1.81,2.08,2.27
2019-09-18,-0.457,-0.438,-0.396,-0.369,-0.72663,-0.724597,-0.45554799999999995,-0.080238,0.07783,-0.54486,-0.49657,-0.421,-0.40129,1.87,1.68,1.8,2.06,2.25
2019-09-19,-0.456,-0.45,-0.396,-0.368,-0.703384,-0.708742,-0.45647600000000005,-0.10321199999999998,0.045931,-0.56457,-0.49686,-0.41914,-0.40571,1.88,1.66,1.79,2.04,2.22
2019-09-20,-0.458,-0.454,-0.393,-0.358,-0.710987,-0.7187859999999999,-0.473455,-0.12139100000000001,0.028319999999999998,-0.56771,-0.50071,-0.42271,-0.408,1.84,1.61,1.74,1.99,2.17
2019-09-23,-0.456,-0.45,-0.4,-0.363,-0.721007,-0.762786,-0.5390550000000001,-0.201325,-0.055852,-0.56971,-0.502,-0.42529,-0.40529,1.81,1.59,1.72,1.98,2.16
2019-09-24,-0.454,-0.449,-0.403,-0.373,-0.721726,-0.75871,-0.5413,-0.218204,-0.07927999999999999,-0.57043,-0.503,-0.42314,-0.40986,1.78,1.52,1.64,1.91,2.09
2019-09-25,-0.455,-0.453,-0.41,-0.375,-0.722154,-0.76573,-0.5625560000000001,-0.253531,-0.11976400000000001,-0.57414,-0.50486,-0.42657,-0.41957,1.82,1.6,1.73,1.99,2.18
2019-09-26,-0.457,-0.457,-0.413,-0.376,-0.739622,-0.754212,-0.5330090000000001,-0.21894499999999997,-0.08479199999999999,-0.574,-0.50671,-0.42871,-0.417,1.79,1.59,1.7,1.96,2.15
2019-09-27,-0.452,-0.462,-0.412,-0.377,-0.750763,-0.773479,-0.540628,-0.21568800000000002,-0.07766,-0.56929,-0.50786,-0.43686,-0.41557,1.74,1.56,1.69,1.95,2.13
2019-09-30,-0.451,-0.457,-0.418,-0.386,-0.759257,-0.7704810000000001,-0.5210199999999999,-0.175903,-0.029314,-0.57914,-0.50643,-0.44071,-0.41614,1.75,1.55,1.68,1.94,2.12
2019-10-01,-0.464,-0.467,-0.428,-0.387,-0.751627,-0.747786,-0.491146,-0.13550299999999998,0.015847999999999998,-0.57357,-0.511,-0.44629,-0.42229,1.73,1.51,1.65,1.93,2.11
2019-10-02,-0.466,-0.468,-0.425,-0.384,-0.757306,-0.7487159999999999,-0.489058,-0.140103,0.0071129999999999995,-0.57286,-0.511,-0.44871,-0.42429,1.67,1.43,1.6,1.9,2.09
2019-10-03,-0.47,-0.474,-0.425,-0.387,-0.766189,-0.782341,-0.545025,-0.198627,-0.048514,-0.57414,-0.50986,-0.44743,-0.42643,1.58,1.34,1.54,1.85,2.04
2019-10-04,-0.468,-0.474,-0.423,-0.389,-0.75066,-0.7825989999999999,-0.539501,-0.194802,-0.04707,-0.57614,-0.51414,-0.44286,-0.42586,1.58,1.34,1.52,1.81,2.01
2019-10-07,-0.469,-0.468,-0.423,-0.389,-0.744851,-0.783756,-0.5358569999999999,-0.17916600000000002,-0.025727999999999997,-0.57357,-0.51686,-0.442,-0.42786,1.64,1.38,1.56,1.85,2.05
2019-10-08,-0.467,-0.463,-0.417,-0.387,-0.744429,-0.801179,-0.5463180000000001,-0.188909,-0.036670999999999995,-0.57414,-0.516,-0.443,-0.42386,1.62,1.36,1.54,1.84,2.04
2019-10-09,-0.467,-0.464,-0.418,-0.384,-0.740323,-0.772702,-0.5196649999999999,-0.156247,0.000221,-0.57371,-0.51743,-0.44129,-0.42271,1.59,1.4,1.59,1.88,2.08
2019-10-10,-0.467,-0.466,-0.418,-0.375,-0.703969,-0.696546,-0.43555299999999997,-0.074392,0.080113,-0.574,-0.51786,-0.44257,-0.42086,1.63,1.48,1.67,1.96,2.16
2019-10-11,-0.465,-0.473,-0.418,-0.358,-0.695685,-0.682578,-0.40481500000000004,-0.027009,0.133759,-0.57329,-0.51814,-0.44014,-0.41629,1.67,1.59,1.76,2.04,2.22
2019-10-14,-0.464,-0.468,-0.416,-0.353,-0.6855600000000001,-0.681391,-0.410976,-0.041415,0.11589200000000001,-0.57329,-0.51529,-0.43686,-0.41114,1.67,1.59,1.76,2.04,2.22
2019-10-15,-0.466,-0.458,-0.418,-0.358,-0.67999,-0.680158,-0.419996,-0.045429000000000004,0.116424,-0.575,-0.50314,-0.435,-0.40643,1.65,1.59,1.77,2.06,2.23
2019-10-16,-0.463,-0.458,-0.41,-0.354,-0.670786,-0.629584,-0.34069,0.04732,0.212286,-0.57243,-0.50486,-0.43429,-0.40686,1.59,1.57,1.75,2.05,2.23
2019-10-17,-0.463,-0.448,-0.41,-0.349,-0.669886,-0.629808,-0.35331799999999997,0.025218,0.187112,-0.57371,-0.50286,-0.43957,-0.41,1.59,1.57,1.76,2.05,2.24
2019-10-18,-0.462,-0.438,-0.407,-0.351,-0.668313,-0.613133,-0.332088,0.045160000000000006,0.205713,-0.57186,-0.49871,-0.43529,-0.41071,1.58,1.56,1.76,2.06,2.25
2019-10-21,-0.464,-0.438,-0.408,-0.349,-0.6604949999999999,-0.6010489999999999,-0.297793,0.088765,0.25056300000000004,-0.57214,-0.50086,-0.43214,-0.40243,1.59,1.61,1.8,2.1,2.28
2019-10-22,-0.463,-0.444,-0.404,-0.348,-0.662655,-0.6081989999999999,-0.326007,0.041664,0.196778,-0.57257,-0.49643,-0.43,-0.40271,1.59,1.6,1.78,2.07,2.26
2019-10-23,-0.462,-0.443,-0.402,-0.351,-0.663899,-0.6206430000000001,-0.35285500000000003,0.00434,0.156056,-0.57343,-0.498,-0.432,-0.40557,1.58,1.58,1.77,2.06,2.25
2019-10-24,-0.463,-0.447,-0.404,-0.348,-0.675968,-0.622444,-0.354018,0.004501,0.15701199999999998,-0.57214,-0.49729,-0.43,-0.40571,1.59,1.58,1.77,2.08,2.26
2019-10-25,-0.463,-0.456,-0.413,-0.35,-0.678739,-0.604004,-0.328278,0.036289999999999996,0.191226,-0.574,-0.497,-0.43129,-0.40457,1.6,1.62,1.8,2.1,2.29
2019-10-28,-0.463,-0.441,-0.409,-0.346,-0.678399,-0.5725939999999999,-0.28079,0.104842,0.269158,-0.572,-0.50229,-0.435,-0.40243,1.6,1.66,1.85,2.16,2.34
2019-10-29,-0.46,-0.443,-0.405,-0.343,-0.673546,-0.577205,-0.30116,0.07207899999999999,0.232192,-0.569,-0.50457,-0.43586,-0.40157,1.59,1.66,1.84,2.15,2.33
2019-10-30,-0.46,-0.44,-0.401,-0.339,-0.662818,-0.580084,-0.31080100000000005,0.060603,0.22058699999999998,-0.56971,-0.50829,-0.43743,-0.40129,1.59,1.61,1.78,2.08,2.26
2019-10-31,-0.458,-0.437,-0.394,-0.337,-0.687181,-0.620725,-0.364559,-0.00609,0.149086,-0.56943,-0.51457,-0.44,-0.40471,1.53,1.51,1.69,2.0,2.17
2019-11-01,-0.464,-0.443,-0.399,-0.348,-0.67752,-0.617603,-0.344116,0.023202,0.179922,-0.56614,-0.51257,-0.44129,-0.40871,1.53,1.55,1.73,2.03,2.21
2019-11-04,-0.451,-0.443,-0.398,-0.343,-0.65852,-0.596857,-0.302145,0.073938,0.23169,-0.57029,-0.50714,-0.44214,-0.40886,1.56,1.6,1.79,2.1,2.27
2019-11-05,-0.456,-0.438,-0.403,-0.344,-0.648842,-0.572802,-0.271068,0.11203099999999999,0.27264,-0.56457,-0.50414,-0.44471,-0.40614,1.62,1.66,1.86,2.17,2.34
2019-11-06,-0.454,-0.445,-0.406,-0.339,-0.635613,-0.565629,-0.278735,0.096872,0.2558,-0.566,-0.50471,-0.446,-0.397,1.58,1.63,1.81,2.13,2.3
2019-11-07,-0.452,-0.449,-0.4,-0.334,-0.644183,-0.5259010000000001,-0.22015300000000002,0.160181,0.319359,-0.56643,-0.50457,-0.43671,-0.39057,1.58,1.74,1.92,2.24,2.4
2019-11-08,-0.455,-0.463,-0.395,-0.324,-0.643783,-0.516828,-0.210371,0.170821,0.33047600000000005,-0.565,-0.504,-0.43729,-0.389,1.58,1.74,1.94,2.27,2.43
2019-11-11,-0.456,-0.453,-0.394,-0.331,-0.627864,-0.5160779999999999,-0.21234,0.160083,0.31501,-0.56586,-0.50471,-0.43714,-0.39086,1.58,1.74,1.94,2.27,2.43
2019-11-12,-0.452,-0.457,-0.398,-0.328,-0.635309,-0.5145649999999999,-0.197931,0.17596900000000001,0.32952600000000004,-0.56657,-0.50529,-0.43757,-0.39114,1.58,1.73,1.92,2.24,2.39
2019-11-13,-0.446,-0.463,-0.402,-0.336,-0.639034,-0.545235,-0.25154499999999996,0.11040799999999999,0.261046,-0.56586,-0.50157,-0.437,-0.395,1.57,1.69,1.88,2.2,2.36
2019-11-14,-0.451,-0.455,-0.399,-0.33,-0.653234,-0.568154,-0.28681799999999996,0.072894,0.224429,-0.56386,-0.50229,-0.43571,-0.39414,1.55,1.63,1.82,2.15,2.31
2019-11-15,-0.456,-0.45,-0.404,-0.333,-0.658645,-0.568289,-0.28718299999999997,0.072357,0.22386999999999999,-0.569,-0.50257,-0.43657,-0.39486,1.54,1.65,1.84,2.16,2.31
2019-11-18,-0.456,-0.455,-0.403,-0.338,-0.639018,-0.572548,-0.290027,0.068612,0.218842,-0.571,-0.50343,-0.43986,-0.39686,1.54,1.63,1.81,2.14,2.3
2019-11-19,-0.457,-0.456,-0.408,-0.336,-0.6423409999999999,-0.566422,-0.28415999999999997,0.075678,0.22679899999999997,-0.56857,-0.50114,-0.44743,-0.39714,1.54,1.63,1.79,2.11,2.26
2019-11-20,-0.426,-0.45,-0.406,-0.338,-0.650001,-0.584914,-0.31091199999999997,0.049374,0.202099,-0.56986,-0.50057,-0.448,-0.39629,1.54,1.58,1.73,2.05,2.2
2019-11-21,-0.457,-0.459,-0.408,-0.34,-0.652271,-0.558581,-0.272656,0.09123200000000001,0.244327,-0.56914,-0.50043,-0.44614,-0.40143,1.55,1.62,1.77,2.09,2.24
2019-11-22,-0.451,-0.445,-0.403,-0.335,-0.638756,-0.571498,-0.297392,0.064958,0.218854,-0.571,-0.50071,-0.445,-0.39943,1.56,1.62,1.77,2.08,2.22
2019-11-25,-0.448,-0.451,-0.404,-0.338,-0.64651,-0.577576,-0.306116,0.054876999999999995,0.20843299999999998,-0.56757,-0.50286,-0.442,-0.398,1.58,1.62,1.76,2.07,2.21
2019-11-26,-0.448,-0.451,-0.399,-0.338,-0.65022,-0.592097,-0.327279,0.042449,0.201673,-0.55929,-0.50114,-0.43529,-0.39829,1.59,1.58,1.74,2.04,2.18
2019-11-27,-0.448,-0.448,-0.4,-0.342,-0.647274,-0.578494,-0.312407,0.047795,0.20159000000000002,-0.566,-0.50029,-0.43471,-0.39657,1.6,1.63,1.77,2.06,2.19
2019-11-28,-0.446,-0.439,-0.397,-0.347,-0.643996,-0.5802430000000001,-0.310383,0.04954,0.20236300000000002,-0.56771,-0.51286,-0.43443,-0.39586,1.6,1.63,1.77,2.06,2.19
2019-11-29,-0.447,-0.437,-0.401,-0.343,-0.634678,-0.567529,-0.297304,0.062569,0.215155,-0.56771,-0.51557,-0.434,-0.39457,1.6,1.62,1.78,2.07,2.21
2019-12-02,-0.456,-0.439,-0.4,-0.345,-0.635279,-0.518672,-0.225677,0.133056,0.282017,-0.56771,-0.51443,-0.434,-0.39386,1.6,1.65,1.83,2.15,2.28
2019-12-03,-0.454,-0.448,-0.397,-0.333,-0.659302,-0.567708,-0.273688,0.08441900000000001,0.226346,-0.56857,-0.52014,-0.45171,-0.39286,1.57,1.54,1.72,2.03,2.17
2019-12-04,-0.455,-0.45,-0.393,-0.335,-0.661359,-0.575549,-0.279996,0.083497,0.227787,-0.56929,-0.51114,-0.448,-0.39543,1.56,1.6,1.77,2.08,2.22
2019-12-05,-0.455,-0.453,-0.395,-0.336,-0.645536,-0.533273,-0.22896,0.13405899999999998,0.277546,-0.56829,-0.50829,-0.44943,-0.39571,1.56,1.62,1.8,2.11,2.24
2019-12-06,-0.456,-0.456,-0.393,-0.333,-0.655483,-0.539439,-0.23525100000000002,0.124731,0.266853,-0.56971,-0.51143,-0.44271,-0.39714,1.57,1.67,1.84,2.14,2.29
2019-12-09,-0.456,-0.451,-0.392,-0.332,-0.6549699999999999,-0.554709,-0.24903499999999998,0.11908800000000001,0.264855,-0.56829,-0.51329,-0.43857,-0.399,1.56,1.67,1.83,2.13,2.27
2019-12-10,-0.459,-0.448,-0.393,-0.333,-0.664554,-0.545736,-0.23201300000000002,0.132881,0.27637,-0.56957,-0.513,-0.43686,-0.38786,1.56,1.68,1.85,2.12,2.26
2019-12-11,-0.459,-0.456,-0.393,-0.338,-0.6652779999999999,-0.557986,-0.25009899999999996,0.11328599999999998,0.256705,-0.57,-0.51743,-0.43643,-0.39457,1.55,1.64,1.79,2.08,2.23
2019-12-12,-0.459,-0.464,-0.395,-0.34,-0.662165,-0.545679,-0.232764,0.138312,0.285066,-0.56943,-0.52071,-0.43486,-0.39057,1.55,1.73,1.9,2.18,2.32
